id,codigo,descripcion,marca,precio_actual,precio_actualizado
35978,R103100--O          ,TAPA RETEN ARBOL LEVAS (S9W/S8U) ORIG MASTER II,RN,"55095,6","63359,94"
35979,R1031111-O          ,TAPON ARBOL LEVAS ORIG K4M/F4R CLIO/DUSTER/SANDERO,RN,"14553,84","16736,92"
35980,R1031131-O          ,TAPON EN TAPA CILINDROS Ø57mm              K4M/F4R,RN,"4435,16","5100,43"
35981,R1031132-O,TAPA BLOCK (ALUM) (F8Q) ORIG R 21 / R 19,RN,"15158,0","17431,7"
35982,R1031135-O,TAPON RADIADOR (K4M) ORIG SCENIC,RN,"1315,0","1512,25"
35983,R103113A--          ,JUEGO TAPONES BLOCK (5 PIEZAS)     R9,RN,"13584,43","15622,09"
35984,R103113B--          ,JUEGO TAPONES BLOCK (3 PIEZAS)  R11,RN,"4768,46","5483,73"
35985,R103113C--          ,JUEGO TAPONES BLOCK (3 PIEZAS)  R 12,RN,"4768,46","5483,73"
35986,R103113C-C,TAPON TAPA VALV. MOTOR K4M * 80000292,RN,"29094,06","33458,17"
35987,R103113E--          ,JUEGO TAPONES BLOCK (6 PIEZAS) R18 2.0,RN,"17690,01","20343,51"
35988,R103113G--          ,JUEGO TAPONES BLOCK (15 PIEZAS) EXPRESS DSL 1.9,RN,"18906,44","21742,41"
35989,R103113J--          ,JUEGO TAPONES BLOCK (15 PIEZAS)  CLIO-WILLIAMS,RN,"16823,39","19346,9"
35990,R103113K--          ,JUEGO TAPONES BLOCK (19 PIEZAS)  LAGUNA / CLIO INY,RN,"19650,9","22598,54"
35991,R103113KIT          ,JUEGO TAPONES EN T.CILINDRO(5873)-SABO-K4M/F4R/K7M,RN,"15743,52","18105,05"
35992,R103113--O          ,TAPON EN TAPA CILINDROS Ø42.5mm            K4M/F4R,RN,"3775,79","4342,16"
35993,R1031171-S          ,BUJE GUIA BLOCK-T/CILINDROS R19/MASTER/CLIO/DUST,RN,"1722,82","1981,24"
35994,R103117--O,BUJE GUIA BLOCK  T/CILINDRO (J8S) ORIGINAL R 21,RN,"3135,0","3605,25"
35995,R103117--S          ,BUJE GUIA BLOCK-T/CILINDROS F8Q/F9Q/G9U/M9T/F4R,RN,"2154,69","2477,89"
35996,R1031572-O,INYECTOR ACEITE ORIG CLIO II/KANGOO,RN,"22142,0","25463,3"
35997,R10315710-          ,INYECTOR ACEITE KWID M1.0 -B4D-,RN,"29120,29","33488,33"
35998,R1031572--          ,INYECTOR ACEITE DER. CL/KAN/MEG/K4M/K9K,RN,"12600,0","14490,0"
35999,R1031574-O,INYECTOR ACEITE (F8Q) ORIG KANGOO,RN,"12157,0","13980,55"
36000,R1031575--          ,INYECTOR ACEITE DER. MEG/CLIO II/KANG/F9Q/F3P/F2N,RN,"12600,0","14490,0"
36001,R1031576--          ,INYECTOR ACEITE DER. CLIO 1.5 DCI K9K,RN,"12600,0","14490,0"
36002,R1031577--          ,INYECTOR ACEITE IZQ. CLIO 1.5 DCI  K9K,RN,"12600,0","14490,0"
36003,R1031578-O,INYECTOR ACEITE (H4M) ORIG KANGOO,RN,"43074,0","49535,1"
36004,R1031579--          ,INYECTOR ACEITE MASTER III 2.3 DCI MOTOR M9T-702,RN,"29120,29","33488,33"
36005,R103157--O,PORTA INYECTOR ACEITE (F7P) ORIG R19/CLIO,RN,"20354,0","23407,1"
36006,R1031731-O,JUNTA TAPA DISTRIBUCION MASTER 2.5 G9U,RN,"30590,0","35178,5"
36007,R1303051-O,CAÑO A FILTRO COMB (G8T) ORIG LAGUNA,RN,"38879,4","44711,31"
36008,R1033501--          ,JUEGO BANCADA ARBOL LEVAS( F8Q ) EXPRESS/R19,RN,"103896,18","119480,61"
36009,R10335048O,BALANCIN VALVULAS ESCAPE (C2L) ORIG R9/11,RN,"43906,0","50491,9"
36010,R10335049O,BOLILLA SELECTORA CAMBIOS ORIG LOG/SAND/DUSTER,RN,"4767,0","5482,05"
36011,R1033504-O,BALANCIN VALVULAS ADMISION (D4F) ORIG CLIO II,RN,"38377,5","44134,13"
36012,R10335051O,RULEMAN ENGRANAJE PRIMAR ORIG KOLEOS,RN,"29886,0","34368,9"
36013,R10335055O,BALANCIN VALVULAS ESCAPE ORIG CLIO II  MIO 1.2 D4F,RN,"42782,6","49199,99"
36014,R10335058O,COJINETE RANURADO MEDIO CASQUILLO ORIG KANGOO,RN,"9340,0","10741,0"
36015,R10335059O,TORNILLO FIJACION COJINETE ORIG KOLEOS,RN,"1186,0","1363,9"
36016,R10335061O,JUEGO COJINETES BIELA (M9T) ORIG MASTER III,RN,"431186,0","495863,9"
36017,R10335062O,ANILLO PRESION PISTON ORIG MASTER III  2.3 M9T,RN,"3504,0","4029,6"
36018,R10335063O,JUEGO COJINETES ORIG FLUENCE / MEGANE III,RN,"44801,4","51521,61"
36019,R10335064O,ORING EJE RUEDA TRAS ORIG KOLEOS,RN,"3700,0","4255,0"
36020,R10335065O,JUEGO COJINETES AXIAL ORIG MEGANE/CLIO II/SANDERO,RN,"39793,0","45761,95"
36021,R10335071O,MEDIO COJINETE INF ORIG KANGOO,RN,"11426,0","13139,9"
36022,R10335072O,JUEGO COJINETES ORIG FLUENCE / MEGANE III,RN,"59397,1","68306,67"
36023,R10335073O,SEMI COJINETE CIGUENAL K7M ORIG LOGAN / SANDERO I,RN,"16823,0","19346,45"
36024,R10335074O,JUEGO COJINETES CIGÜEÑAL ORIG FLUENCE/MEGANE III,RN,"21019,0","24171,85"
36025,R10335075O,SEMI COJ CIGÜEÑAL ORIG FLUENCE/MEGANE III M4R,RN,"21019,0","24171,85"
36026,R10335076O,SEMI COJINETE CIGÜEÑAL (M4R) ORIG FLUENCE/MEGANE,RN,"39420,0","45333,0"
36027,R10335077O,JUEGO SEMI COJINETE CIGÜEÑAL ORIG FLUENCE/MEGANE,RN,"32489,0","37362,35"
36028,R10335078O,SEMI COJINETE CIGUEÑAL ORIG LOGAN / SANDERO II,RN,"6172,0","7097,8"
36029,R10335080O,JUEGO COJINETES (STD) (K4M) ORIG LOGAN / SANDERO,RN,"34224,04","39357,65"
36030,R10335081O,COJINETE CIGÜEÑAL (2TR) ORIG KOLEOS,RN,"19979,0","22975,85"
36031,R10335082O,JUEGO COJINETE X 2 ORIG MASTER III  M9T,RN,"32140,72","36961,83"
36032,R103350--O,JGO METALES BANCADA (S9W) ORIG MASTER II,RN,"57521,8","66150,07"
36033,R10335110O,TAPA CILINDRO (G9U) ORIG MASTER II,RN,"4725982,0","5434879,3"
36034,R1033512-O,TAPA CILINDRO (C3G) ORIG TWINGO,RN,"683287,0","785780,05"
36035,R1033513-O,TAPA CILINDRO (G9T) ORIG LAGUNA II,RN,"1160649,0","1334746,35"
36036,R1033801-M          ,JUEGO CAMISAS DE CILINDROS  R 12  1.4  2DA SERIE,RN,"8072,0","9282,8"
36037,R1033803-M          ,JUEGO CAMISAS DE CILINDROS   R9/11/12/18,RN,"8968,9","10314,24"
36038,R103380--M          ,JUEGO CAMISAS DE CILINDROS  R12 1.1-1.3-1.4,RN,"8072,0","9282,8"
36039,R10338310C,JUNTA TAPA CILINDROS Mot.1.9 (1M) R19/CLIO/KA/ME,RN,"59523,17","68451,65"
36040,R10338310T          ,JUNTA TAPA CILINDROS Mot.1.9 (1M) R19/CLIO/KA/ME,RN,"59024,7","67878,41"
36041,R10338311O,JUNTA TAPA CILINDROS (S9W) ORIG MASTER 2.8,RN,"128866,0","148195,9"
36042,R10338311I          ,JUNTA TAPA CILINDROS 1.9 F8QT(2M)1.4mm R19/KA/ME,RN,"48008,8","55210,12"
36043,R10338313C,JUNTA TAPA CILINDROS Mot.1.9 (4M) R19/CLIO/KA/ME,RN,"64029,32","73633,72"
36044,R10338313O,"JUNTA TAPA CILINDRO (1,60) (S9W) ORIG MASCOTT-MAST",RN,"24503,0","28178,45"
36045,R10338314O,JUNTA TAPA CILINDRO (S9W) ORIG MASTER II,RN,"123409,0","141920,35"
36046,R10338315O,"JUNTA TAPA CILINDRO (1,65) (F8Q) ORIG MEGANE",RN,"40702,9","46808,34"
36047,R10338316S          ,JUNTA TAPA CILINDROS (82502)-F8Q (3M)      MEG/KAN,RN,"43430,4","49944,96"
36048,R10338317C,JUNTA TAPA CILINDROS CLIO II/KAN/TW 1.2 DUD D4F,RN,"47408,54","54519,82"
36049,R10338317O,JUNTA TAPA BALANCIN VALV (N7Q) ORIG LAGUNA,RN,"3014,0","3466,1"
36050,R10338317S          ,JUNTA TAPA CILINDROS (82413) -D4F-    1.2 16V CLIO,RN,"43994,16","50593,28"
36051,R10338319I          ,JUNTA TAPA CILINDRO F9Q(3M)1.55mm TDI MEGANE/SCENI,RN,"48008,8","55210,12"
36052,R10338319O,JUNTA TAPA IZQ (Z7X) ORIG SAFRANE,RN,"43106,0","49571,9"
36053,R1033831-C,JUNTA TAPA CILINDROS 2.0/2.2  R18/21/TRAFIC/FUEG,RN,"40890,35","47023,9"
36054,R1033831-M,JUNTA TAPA CILINDRO R18/TRAFIC/FUEGO 2.0/2.2,RN,"26788,45","30806,72"
36055,R1033831-T          ,JUNTA TAPA CILINDROS 2.0/2.2  R18/21/TRAFIC/FUEG,RN,"41308,4","47504,66"
36056,R10338321C,JUNTA TAPA CILINDROS CLIO/R19/KANGOO 1.2/1.4,RN,"43108,43","49574,69"
36057,R10338321O,JUNTA TAPA CILINDROS DER (G9T) ORIG LAGUNA II,RN,"48464,5","55734,18"
36058,R10338321T          ,JUNTA TAPA CILINDROS CLIO/R19/KANGOO 1.2/1.4,RN,"41308,4","47504,66"
36059,R10338322O,JUNTA TAPA VALVULAS (V4Y) ORIG LAGUNA III,RN,"15842,62","18219,01"
36060,R10338323L,JUNTA TAPA CILINDRO MASTER 2.5 G9U,RN,"68415,9","78678,29"
36061,R10338324C,JUNTA TAPA CILINDRO KANGOO CLIO I/II - 1.0/1.1 - D,RN,"54611,61","62803,35"
36062,R10338325S          ,JUNTA TAPA CILINDROS (MLS) (82408) SABO K7M  LOGAN,RN,"41597,14","47836,71"
36063,R10338326C,JUNTA TAPA CILINDRO SYMBOL/SANDERO 1.5 DCI K9K,RN,"185517,81","213345,48"
36064,R10338327S          ,JUNTA TAPA CILINDROS FIBRA SABO 82959 H4M LOGAN,RN,"29941,92","34433,21"
36065,R10338328C,JUNTA TAPA CILINDRO KWID 1.0 MLS,RN,"63572,61","73108,5"
36066,R1033832-C,JUNTA TAPA CILINDROS  Mot:1.4      R6/9/11/12/18,RN,"33991,7","39090,46"
36067,R1033832-O,JUNTA LAT BANCADA (5.40)(S8U) ORIG MASTER,RN,"489,0","562,35"
36068,R10338335M,"JUNTA TAPA CILINDRO CLIOII/KANGOO/MEG 1.9 F8Q 1,40",RN,"45411,46","52223,18"
36069,R1033833-O,"JUNTA TAPA CILINDRO IZQ (0,95mm)(G9T) ORIG LAGUNA ",RN,"21201,34","24381,54"
36070,R1033834-I          ,JUNTA TAPA CILINDROS 1.4/1.6      CLIO/MEG/SCE K7M,RN,"109823,0","126296,45"
36071,R1033834-T          ,JUNTA TAPA CILINDROS 1.4/1.6   CLIO/MEG/SCE/KAN,RN,"49137,2","56507,78"
36072,R1033835-C,JUNTA TAPA CILINDROS 1.9 F8Q (1M) R19/ME/KAN/TRA,RN,"59056,5","67914,98"
36073,R1033835-I          ,JUNTA TAPA CILINDROS 1.9 F8Q(2M)1.65mm R19/ME/KAN/,RN,"40305,3","46351,1"
36074,R1033836-C,JUNTA TAPA CILINDROS 1.9 F8Q (2M) R19/ME/KAN/TRA,RN,"59056,5","67914,98"
36075,R1033836-S          ,JUNTA TAPA CILINDROS SABO 82825 -H4M- LOGAN,RN,"53143,78","61115,35"
36076,R1033837-C,JUNTA TAPA CILINDROS DIESEL 2.1  (1M) R18/TRAFIC,RN,"56398,04","64857,75"
36077,R1033837-I          ,JUNTA TAPA CILINDROS RENAULT 18 DSL 2.1,RN,"52832,5","60757,38"
36078,R1033837-O,JUNTA TAPA CILINDRO (J8S) ORIG TRAFIC,RN,"45851,4","52729,11"
36079,R1033837-T          ,JUNTA TAPA CILINDROS DIESEL 2.1  (1M) R18/TRAFIC,RN,"63337,4","72838,01"
36080,R1033838-C,JUNTA TAPA CILINDROS DIESEL 2.1  (2M) R18/TRAFIC,RN,"56398,04","64857,75"
36081,R1033838-I          ,JUNTA TAPA CILINDROS      R18 DSL 2.1,RN,"52832,5","60757,38"
36082,R1033839-C,JUNTA TAPA CILINDROS DIESEL 2.1  (3M) R18/TRAFIC,RN,"56396,8","64856,32"
36083,R1033839-I          ,JUNTA TAPA CILINDRO RENAULT 18 DSL 2.1,RN,"52832,5","60757,38"
36084,R1033839-O,JUNTA TAPA CILINDRO (J8S) ORIG R 21,RN,"50335,6","57885,94"
36085,R1033839-T          ,JUNTA TAPA CILINDROS DIESEL 2.1  (3M) R18/TRAFIC,RN,"63337,4","72838,01"
36086,R103383--C,JUNTA TAPA CILINDROS K4J/K4M MEGANE/CLIO/SCENIC,RN,"63916,3","73503,75"
36087,R103383--M,JUNTA TAPA CILINDRO CLIO/DUSTER/KANGOO 1.6 16V K4M,RN,"59515,13","68442,4"
36088,R103383M-S          ,JUNTA TAPA CILINDROS (MLS) (82409)  SABO K4M 1.6L,RN,"43000,27","49450,31"
36089,R103383--O,JUNTA TAPA CILINDRO (L7X) ORIG LAGUNA,RN,"25704,0","29559,6"
36090,R103383--S          ,JUNTA TAPA CILINDROS (82320)-SABO-RENAULT K4J/K4M,RN,"36560,88","42045,01"
36091,R10338511R          ,JUEGO BULONES X10 T/CILINDROS CLIO/KANG/R19 EXP,RN,"28968,37","33313,63"
36092,R10338513R          ,JUEGO BULONES X10 T/CIL. CLIO II/KANG/MEG. II,RN,"42515,51","48892,84"
36093,R10338514R          ,JUEGO BULONES X22 T/CILINDROS MASTER II Y III,RN,"117671,04","135321,7"
36094,R10338519R          ,JUEGO BULONES X10 T/CIL.MASTER 01/TRAFIC 03/,RN,"39876,84","45858,37"
36095,R1033851-O,BULON TAPA CILINDROS ORIG MASTER II,RN,"9240,0","10626,0"
36096,R10338520R          ,JUEGO BULONES X10 T/CILINDROS        LOGAN K7M 8V.,RN,"28701,89","33007,17"
36097,R10338521R          ,JUEGO BULONES X10 T/CIL (RE0319) 1.6 16V.   LOGAN,RN,"29988,52","34486,8"
36098,R1033853-R          ,JUEGO BULONES X10 T/CILINDROS R12/18/ 1.4 Y 1.6,RN,"25363,75","29168,31"
36099,R1033856-R          ,JUEGO BULONES X10 T/CILINDROS CLIO/KANG/TW1.2 D7F,RN,"31199,85","35879,83"
36100,R1033857-R          ,JUEGO BULONES X10 T/CILINDROS MEG/CLIO2 1.6  K4M,RN,"39200,11","45080,13"
36101,R10348315S          ,JUNTA TAPA VALVULAS SABO 75825 K4M LOGAN,RN,"34452,0","39619,8"
36102,R1034833-O,JUNTA TAPA VALVULAS (F7R) ORIG MEGANE COUPE,RN,"17934,0","20624,1"
36103,R1034835-O,JUNTA TAPA VALVULAS (2TR) ORIG KOLEOS,RN,"42456,0","48824,4"
36104,R103483AAM          ,ARANDELA TAPA DE VALVULAS R19-CLIO-EXPRESS 1.9,RN,"358,76","412,57"
36105,R103483ABM          ,JUNTA TAPA VALVULAS  R19-CLIO C3L  1.5,RN,"15388,8","17697,12"
36106,R103483ABO,JUNTA ARANDELA TAPON CARTER (N7Q) ORIG LAGUNA,RN,"2913,0","3349,95"
36107,R103483A-L          ,JUNTA TAPA VALVULAS C/ARANDELAS   1.6 C3L R19/CLIO,RN,"34583,0","39770,45"
36108,R103483A-M          ,JUNTA TAPA VALVULAS R 19-11-21-CLIO-TRAFIC,RN,"13295,92","15290,31"
36109,R103483C-C,JUNTA TAPA VALVULAS C/ARANDELAS R19 1.7/1.8 - 1.9,RN,"13655,94","15704,33"
36110,R103483C-S          ,JUNTA TAPA VALVULAS (75502) SABO     R/19 DSL/CLIO,RN,"13217,04","15199,6"
36111,R103483DKM          ,JUNTA TAPA VALVULAS  R12 1.1-1.3-1.4 (JGO),RN,"4225,35","4859,15"
36112,R103483D-L          ,JUNTA TAPA VALVULAS C/ARANDELAS      R4/R6/R12 1.4,RN,"6139,0","7059,85"
36113,R103483EKM          ,JUNTA TAPA VALVULAS R18-TRAFIC 2.0-2.2 (JGO),RN,"4577,45","5264,07"
36114,R103483ENC          ,JUNTA TAPA VALVULAS(CORCHO) 18/21/TRAFIC 2.0-2.2 N,RN,"14461,85","16631,13"
36115,R103483ENP          ,JUNTA TAPA VALVULAS R18/R21/TRAFIC 2.0-2.2 NAFTA,RN,"23021,64","26474,89"
36116,R103483ETM          ,JUNTA TAPA VALVULAS  TRAFIC  J8S,RN,"14888,37","17121,63"
36117,R103483F-C,JUNTA TAPA VALVULAS     D7F 1.2 CLIO/TWINGO/KANGOO,RN,"19316,73","22214,24"
36118,R103483G--          ,JUNTA TAPA VALVULAS (JGOX4) CLIOII/KAN/LOG.D4D/D4F,RN,"47795,72","54965,08"
36119,R103483GKS          ,JUNTA TAPA VALVULAS (75621)-SABO-D4D   CLIO/TWINGO,RN,"28000,08","32200,09"
36120,R103483G-S          ,JUNTA TAPA VALVULAS (75628)-SABO- D4D   CLIO/LOGAN,RN,"15722,64","18081,04"
36121,R103483L-A,JUNTA TAPA VALVULAS MASTER 2.5 G9U,RN,"65455,6","75273,94"
36122,R103483L-C,JUNTA TAPA VALVULAS MASTER 2.5 G9U,RN,"53222,81","61206,23"
36123,R1034851-M          ,TAPA ACEITE                         R-18,RN,"5963,0","6857,45"
36124,R1034852-I          ,TAPA ACEITE IMP  MEG/CLIO/KANG/K4M/D7F/D4F/K7M/F4R,RN,"10603,0","12193,45"
36125,R1034852-M          ,TAPA ACEITE            MEGANE/K7M,RN,"5024,0","5777,6"
36126,R1034852-O,JUNTA TAPON ACEITE CAJA (F9Q) ORIGINAL MEGANE II,RN,"1968,0","2263,2"
36127,R1034853-M          ,TAPA ACEITE 1600CC      R-19/CLIO/TWINGO/C3G/C3L,RN,"7753,0","8915,95"
36128,R1034853-O,JUNTA TAPA ACEITE TRANSMISION (M9T) ORIG MASTER,RN,"1102,0","1267,3"
36129,R1034854-M          ,TAPA ACEITE KANGOO,RN,"5963,0","6857,45"
36130,R1034855-M          ,TAPA ACEITE C/VARILLA METAL T/ORIG MEGANE TDI,RN,"17890,0","20573,5"
36131,R1034856-M          ,TAPA ACEITE MASTER III 2.3 16V M9T 13/,RN,"7753,0","8915,95"
36132,R103485--O,TAPA ACEITE (L7X) ORIG LAGUNA,RN,"31043,0","35699,45"
36133,R10349310C          ,CAÑO DESCARGA GASES-6732-           R18 NAFTA,RN,"4073,47","4684,49"
36134,R10349314C          ,CAÑO DE VACIO -7511-    R21/R19,RN,"149,0","171,35"
36135,R10349317C          ,CAÑO DESCARGA GASES CARTER -6294- TRAFIC 2.1,RN,"7167,74","8242,9"
36136,R10349319C          ,CAÑO VALVULA CANISTER -6419-       RENAULT TWINGO,RN,"8841,0","10167,15"
36137,R10349320C          ,CAÑO CIRCULACION AIRE -6595- MEG 97/ SCE 97/99 2.0,RN,"45239,04","52024,9"
36138,R10349321C          ,CAÑO CIRCULACION DE AIRE -6666- MEG/SCEN 97/ 2.0,RN,"45239,04","52024,9"
36139,R10349322C          ,CAÑO DESCARGA GASES -6946-        KANGOO DSL 1.9,RN,"7621,44","8764,66"
36140,R1034932-C          ,CAÑO DESCARGA GASES A CONEC. -6368- R18 2.1 D,RN,"4190,98","4819,63"
36141,R1034932-O,TUBO VAPOR ACEITE (K7M) ORIG LOG/SAND,RN,"10942,0","12583,3"
36142,R1034937-C          ,CAÑO DESAHOGO ACEITE -6482-         R18/FUEGO 2.0,RN,"3107,33","3573,43"
36143,R1034938-C          ,CAÑO TUBO VENTILACION -6490-          R18 1.4 /1.6,RN,"4556,54","5240,02"
36144,R103493--C          ,CAÑO DESCARGA GASES -6553-             R9 R11 1.4,RN,"3342,34","3843,69"
36145,R103493--O,TUBO VACIO (K7M) ORIG LOG/SAND II,RN,"20444,0","23510,6"
36146,R10335016O,COJINETE BIELA ORIG KOLEOS,RN,"8037,0","9242,55"
36147,R10335018O,COJINETE CIGUENAL ORIG KOLEOS,RN,"8122,0","9340,3"
36148,R10335019O,COJINETE CIGUENAL ORIG KOLEOS,RN,"8122,0","9340,3"
36149,R10335020O,COJINETE CIGUENAL ORIG KOLEOS,RN,"8122,0","9340,3"
36150,R10335026O,COJINETE CIGUENAL ORIG KOLEOS,RN,"8122,0","9340,3"
36151,R10335027O,COJINETE CIGUENAL ORIG KOLEOS,RN,"8122,0","9340,3"
36152,R10335030O,COJINETE CIGUENAL ORIG KOLEOS,RN,"3783,0","4350,45"
36153,R10335031O,COJINETE CIGUENAL ORIG KOLEOS,RN,"19607,0","22548,05"
36154,R10335033O,COJINETE CIGUENAL ORIG KOLEOS,RN,"8122,0","9340,3"
36155,R10335034O,COJINETE CIGUENAL ORIG KOLEOS,RN,"3783,0","4350,45"
36156,R10335035O,COJINETE CIGUENAL ORIG KOLEOS,RN,"8122,0","9340,3"
36157,R10335043O,COJINETE BIELA STD (G8T) ORIG LAGUNA,RN,"18494,0","21268,1"
36158,R10335044O,JUEGO COJINETES BIELA (56.08)(S9U) ORIG MASTER,RN,"28145,0","32366,75"
36159,R10335045O,COJINETES BIELAS STD ORIG,RN,"28145,0","32366,75"
36160,R103601---          ,BULON CARTER 7x1x25  EXP/CLIO/9/19/  F8Q DSL,RN,"802,0","922,3"
36161,R10360112O,CARTER ACEITE (2TR) ORIG KOLEOS,RN,"467201,0","537281,15"
36162,R10360113O,CARTER ACEITE (M9T) ORIG MASTER III,RN,"181804,0","209074,6"
36163,R10360114O,CARTER ACEITE ORIG MASTER III 2.3 DCI  M9T,RN,"469665,0","540114,75"
36164,R1036012-O,CARTER ACEITE (F4R) ORIG CLIO II SPORT,RN,"255769,0","294134,35"
36165,R1036013-O,DEFLECTOR CARTER (F4R) ORIG DUSTER,RN,"22902,0","26337,3"
36166,R1036016-I,CARTER ACEITE IMP. MEGANE 2.0 16V F4R,RN,"213131,0","245100,65"
36167,R1036016-O,CARTER ACEITE (K7M) ORIG MEGANE II,RN,"122667,0","141067,05"
36168,R1036017-O,CARTER ACEITE (2TR) ORIG KOLEOS,RN,"495517,0","569844,55"
36169,R103601--O,CARTER ACEITE (J8S) ORIG R21,RN,"545683,0","627535,45"
36170,R1036095-O,JUNTA CARTER ACEITE (L7X) ORIG LAGUNA III,RN,"5417,0","6229,55"
36171,R103609B-C,JUNTA CARTER ACEITE              MEGANE 1.6 8V K7M,RN,"44991,48","51740,2"
36172,R103609B-L          ,JUNTA CARTER ACEITE              MEGANE 1.6 8V K7M,RN,"50804,6","58425,29"
36173,R103609C-L          ,JUNTA CARTER ACEITE          R18/TRAFIC 2.0 DIESEL,RN,"18290,0","21033,5"
36174,R103609D-L          ,JUNTA CARTER ACEITE        R19 1.7/1.8NAF  1.9DIES,RN,"30590,0","35178,5"
36175,R103609E-S          ,JUNTA CARTER ACEITE (75602) SABO       F8Q 1.9L 8v,RN,"17706,24","20362,18"
36176,R103609F-C,JUNTA CARTER ACEITE  GOMA           R4/R6/R12  1.4,RN,"14402,94","16563,38"
36177,R103609F-L          ,JUNTA CARTER ACEITE  GOMA           R4/R6/R12  1.4,RN,"14297,0","16441,55"
36178,R103609G-C,JUNTA CARTER ACEITE       GOMA  R9/R11/R12/R18 1.4,RN,"11899,33","13684,23"
36179,R103609H-C,JUNTA CARTER ACEITE      GOMA  R9/11/12/18/19  1.6,RN,"15062,4","17321,76"
36180,R103609I-S          ,JUNTA CARTER (75414)-SABO-F4R 2.0 16v DUSTER/OROCH,RN,"16850,16","19377,68"
36181,R103609K-G          ,JUNTA CARTER CLIO/MEG/SCENIC K4M,RN,"7323,81","8422,38"
36182,R1036491-O,TAPA VALVULAS MEGANE (E7J) ORIG,RN,"157389,0","180997,35"
36183,R103649--F,TAPA DE VALVULAS IMP. CLIO II/SYMBOL  MOTOR  D4F 1,RN,"183789,0","211357,35"
36184,R10382601O,APOYO SUSP TRAS ORIG KOLEOS,RN,"24104,0","27719,6"
36185,R10382602O,APOYO SUSP TRAS ORIG KOLEOS,RN,"40097,0","46111,55"
36186,R1038262-T          ,BUJE ( COBERTOR ) TAPA VALVULA        K9K CLIO 1.5,RN,"1993,6","2292,64"
36187,R10424901O,"FUSIBLE PLANO ""MAXI"" 30AMP ORIGINAL",RN,"698,0","802,7"
36188,R10424906O,FUSIBLE 50AMP T30B16XC11X ORIG,RN,"5340,0","6141,0"
36189,R10424907O,MICRO FUSIBLE 20amp ORIG KOLEOS,RN,"4260,0","4899,0"
36190,R10424908O,FUSIBLE PLANO 7.5AMP ORIGINAL,RN,"286,0","328,9"
36191,R10424909O,FUSIBLE MAX 25AMP ORIG,RN,"3316,0","3813,4"
36192,R10424914O,FUSIBLE PERFIL BAJO MINI 10 AMP ROJO ORIGINAL,RN,"10108,0","11624,2"
36193,R10424915O,FUSIBLE PLANO  ORIGINAL 20 AMP,RN,"1283,0","1475,45"
36194,R10424919O,FUSIBLE PLANO X 10 ORIGINAL 7.5 AMP,RN,"753,0","865,95"
36195,R10424931O,FUSIBLE 10 AMP AK ORIG ALASKAN,RN,"2326,0","2674,9"
36196,R10424932O,FUSIBLE PLANO 10 AMP  ORIG ALASKAN,RN,"1547,0","1779,05"
36197,R10424933O,FUSIBLE PLANO 10AMP ORIG KOLEOS,RN,"1065,0","1224,75"
36198,R10424936O,FUSIBLE MAXI PLANO 40AMP ORIG,RN,"926,0","1064,9"
36199,R10424939O,FUSIBLE PLANO 25AMP ORIG,RN,"1057,0","1215,55"
36200,R10424941O,MINI FUSIBLE (20 amp) ORIG KOLEOS,RN,"2006,65","2307,65"
36201,R10424942O,FUSIBLE CON DIODO AIRE ACOND ORIG LAGUNA III,RN,"8637,64","9933,29"
36202,R105229---          ,BULON POLEA CIGUEÑAL MEGANE/SCENIC/TRAFIC/CLIO/LAG,RN,"4336,0","4986,4"
36203,R10522912O,TORNILLO FIJACION SOP RADIADOR (K4M) ORIG KANGOO,RN,"939,0","1079,85"
36204,R10522913O,BULON M6x100-18 ORIG,RN,"107,0","123,05"
36205,R10522914O,TORNILLO FIJ PLACA ZAPATA FRENO TRAS ORIG,RN,"1165,0","1339,75"
36206,R10522916O,TORNILLO ABRAZADERA BUJE BARRA ESTAB ORIG MEGANE,RN,"761,0","875,15"
36207,R10522917O,TORNILLO FIJACION GRILLA FRENTE X 10 ORIG CLIO II,RN,"2165,0","2489,75"
36208,R10522918O,TORNILLO FIJACION ESPEJO EXT ORIG SCENIC II,RN,"1109,0","1275,35"
36209,R1052291-O,TORNILLO PURGA FILTRO COMB (J8S) ORIG TRAFIC,RN,"2585,0","2972,75"
36210,R1052292--          ,BULON POLEA CIGUEÑAL CLIOII/SAN/LOG/K4M/K7M/F4R,RN,"14908,0","17144,2"
36211,R10522920O,TUERCA HEXAG FIJACION TORNILLO BRIDA M6 ORIG,RN,"376,0","432,4"
36212,R10522923O,TUERCA HEXAGONAL BRIDA M10 ORIG,RN,"1902,0","2187,3"
36213,R10522926O,BULON FIJACION SOPORTE MOTOR ORIG CAPTUR,RN,"1297,0","1491,55"
36214,R10522927O,BULON FIJACION ABRAZADERA CAJA DIR ORIG KANGOO,RN,"2313,0","2659,95"
36215,R1052292-O,BULON M12 x175 ORIG,RN,"2163,0","2487,45"
36216,R10522931O,TUERCA PLAST FIJACION RUEDA AUX ORIG MEGANE II,RN,"6188,0","7116,2"
36217,R10522932O,BULON POLEA FIJA DISTRIB (G9U) ORIG MASTER II,RN,"2120,0","2438,0"
36218,R10522935O,TUERCA MARIPOSA FIJACION FARO TRAS ORIG CLIO II/MI,RN,"1432,0","1646,8"
