seccion,proveedor_id,proveedor,total_repuestos,sin_descripcion,repuesto_mas_caro_id,repuesto_mas_caro_codigo,repuesto_mas_caro_precio,marca,promedio_precio_marca
marca,,,,,,,,LINZI (617),2230.76
marca,,,,,,,,LOCKHART** (050),47663.56
marca,,,,,,,,MAHLE** (059),34348.16
marca,,,,,,,,MASTERFILT*(050),18044.52
marca,,,,,,,,MAZAS DE RUEDA,53885.14
marca,,,,,,,,MAZFREN (617),41687.73
marca,,,,,,,,MB*,17046.72
marca,,,,,,,,METALIVIA,21285.91
marca,,,,,,,,MH*(050),12088.39
marca,,,,,,,,MICHELIN**(050),39685.69
marca,,,,,,,,MIRBA (101),23808.58
marca,,,,,,,,MOHER*,10491.59
marca,,,,,,,,MU,177.0
marca,,,,,,,,NAGARES (617),8496.74
marca,,,,,,,,NGK BUJIA**,28637.78
marca,,,,,,,,NGK CABLES**,127261.38
marca,,,,,,,,NOSSO**,91824.97
marca,,,,,,,,NQD*(434),212395.7
marca,,,,,,,,NSK**(528),226356.0
marca,,,,,,,,NTN**(528),72340.65
marca,,,,,,,,OMER*(050),86892.49
marca,,,,,,,,OPTIBEL**(050),37576.2
marca,,,,,,,,OREGON*(434),9636.88
marca,,,,,,,,ORLAN ROBER**,41882.4
marca,,,,,,,,ORO*,27986.69
marca,,,,,,,,OSFRANCOR,23739.51
marca,,,,,,,,OSRAM (135)**,45777.62
marca,,,,,,,,OYSTER*(444),25794.43
marca,,,,,,,,PECA **(396),178155.25
marca,,,,,,,,QKL**,9156.31
marca,,,,,,,,RA,44461.94
marca,,,,,,,,RA (617),13630.46
marca,,,,,,,,RALUX (101),23236.83
marca,,,,,,,,REGITAR* (434),24925.12
marca,,,,,,,,REIMOTOR*,6413.91
marca,,,,,,,,RO-FIL,22530.06
marca,,,,,,,,ROHER,10260.41
marca,,,,,,,,RON BAY,19321.19
marca,,,,,,,,ROYALTEK**,70488.72
marca,,,,,,,,RTM (595),11395.4
marca,,,,,,,,S,11466.4
marca,,,,,,,,SCHADEK BOMBAS DE AG,133232.72
marca,,,,,,,,STARYEN**,14664.93
marca,,,,,,,,SUNTEX**(595),29937.77
marca,,,,,,,,SWB**(528),47841.23
marca,,,,,,,,TAILLÓT (617),29095.37
marca,,,,,,,,TCH**(062),10785.95
marca,,,,,,,,TIMKEN**(528),126985.43
marca,,,,,,,,TOR MAX*,49385.52
marca,,,,,,,,TORMOTRIZ (394),548.43
marca,,,,,,,,TORMOTRIZ*,0.0
marca,,,,,,,,TR**,17772.15
marca,,,,,,,,TRAXION(529),102600.44
marca,,,,,,,,TRIBUNO*,36977.56
marca,,,,,,,,TRICO**,39624.88
marca,,,,,,,,UNIFAP**(595),29996.64
marca,,,,,,,,UNIONES PLASTICAS**,3671.78
marca,,,,,,,,VERKHER*(417),73132.85
marca,,,,,,,,VEYPA (135)**,29185.9
marca,,,,,,,,VILA POLEAS,36042.47
marca,,,,,,,,VMG*,188204.17
marca,,,,,,,,VO**,148867.08
marca,,,,,,,,W**,36055.85
marca,,,,,,,,WEGA**(617),8982.17
marca,,,,,,,,WJH**(528),14070.72
marca,,,,,,,,X9 CABLES**(023),270753.02
marca,,,,,,,,X9-TERMINALES**,18630.66
marca,,,,,,,,XENON (434),6657.26
marca,,,,,,,,YACO**,12447.51
marca,,,,,,,,ZEN**,58216.34
marca,,,,,,,,ZM ** (438),224826.35
marca,,,,,,,,ZUNBLEY**,0.0
,,,,,,,,,
proveedor,14,El Rincón del Rep,,,,,,,
marca,,,,,,,,,
,,,,,,,,,
