id,codigo,descripcion,proveedor,precio_actual,precio_actualizado
50887,10538GOP,AMORTIGUADOR,AutoRepuestos Express,"61384,53","79799,89"
50888,10539GOP,AMORTIGUADOR,AutoRepuestos Express,"82165,37","106814,98"
50889,10540GOP,AMORTIGUADOR,AutoRepuestos Express,"55095,77","71624,5"
50890,10541GOP,AMORTIGUADOR,AutoRepuestos Express,"56669,7","73670,61"
50891,10542GOP,AMORTIGUADOR,AutoRepuestos Express,"78991,43","102688,86"
50892,10544GOP,AMORTIGUADOR,AutoRepuestos Express,"58273,68","75755,78"
50893,10545GOP,AMORTIGUADOR,AutoRepuestos Express,"52023,39","67630,41"
50894,10546GOP,AMORTIGUADOR,AutoRepuestos Express,"61821,91","80368,48"
50895,10553GOP,AMORTIGUADOR,AutoRepuestos Express,"50199,11","65258,84"
50896,10563GOP,AMORTIGUADOR,AutoRepuestos Express,"59998,21","77997,67"
50897,10567GOP,AMORTIGUADOR,AutoRepuestos Express,"72798,14","94637,58"
50899,20002HOP,AMORTIGUADOR,AutoRepuestos Express,"52105,21","67736,77"
50902,20009GOP,AMORTIGUADOR,AutoRepuestos Express,"57247,54","74421,8"
50903,20010HOP,AMORTIGUADOR,AutoRepuestos Express,"57549,89","74814,86"
50909,20032GOP,AMORTIGUADOR,AutoRepuestos Express,"59229,77","76998,7"
50910,20051GOP,AMORTIGUADOR,AutoRepuestos Express,"52541,96","68304,55"
50911,20061GOP,AMORTIGUADOR,AutoRepuestos Express,"56287,5","73173,75"
50912,20065GOP,AMORTIGUADOR,AutoRepuestos Express,"70847,02","92101,13"
50913,20066GOP,AMORTIGUADOR,AutoRepuestos Express,"77061,99","100180,59"
50915,20069GOP,AMORTIGUADOR,AutoRepuestos Express,"61455,92","79892,7"
50916,30005HOP,AMORTIGUADOR,AutoRepuestos Express,"68451,56","88987,03"
50917,30010HOP,AMORTIGUADOR,AutoRepuestos Express,"72977,02","94870,13"
50918,30016HOP,AMORTIGUADOR,AutoRepuestos Express,"54363,53","70672,59"
50919,30017HOP,AMORTIGUADOR,AutoRepuestos Express,"54057,74","70275,06"
50920,30023HOP,AMORTIGUADOR,AutoRepuestos Express,"51434,61","66864,99"
50921,30027HOP,AMORTIGUADOR,AutoRepuestos Express,"50548,81","65713,45"
50922,30029HOP,AMORTIGUADOR,AutoRepuestos Express,"51281,77","66666,3"
50923,30037HOP,AMORTIGUADOR,AutoRepuestos Express,"55751,66","72477,16"
50924,30041HOP,AMORTIGUADOR,AutoRepuestos Express,"62224,97","80892,46"
50925,30043HOP,AMORTIGUADOR,AutoRepuestos Express,"55913,23","72687,2"
50926,30044HOP,AMORTIGUADOR,AutoRepuestos Express,"55611,37","72294,78"
50927,30045HOP,AMORTIGUADOR,AutoRepuestos Express,"72183,91","93839,08"
50928,3005HOP,AMORTIGUADOR,AutoRepuestos Express,"85365,94","110975,72"
50929,3006HOP,AMORTIGUADOR,AutoRepuestos Express,"68525,6","89083,28"
50934,37211HOP,AMORTIGUADOR,AutoRepuestos Express,"65334,85","84935,31"
50935,37235HOP,AMORTIGUADOR,AutoRepuestos Express,"56172,58","73024,35"
50936,37293HOP,AMORTIGUADOR,AutoRepuestos Express,"59809,06","77751,78"
50939,37352GOP,AMORTIGUADOR,AutoRepuestos Express,"51682,37","67187,08"
50940,37353GOP,AMORTIGUADOR,AutoRepuestos Express,"59922,32","77899,02"
50942,37799GOP,AMORTIGUADOR,AutoRepuestos Express,"65330,56","84929,73"
50945,40006HSP,AMORTIGUADOR,AutoRepuestos Express,"60259,06","78336,78"
50946,40011HSP,AMORTIGUADOR,AutoRepuestos Express,"57983,14","75378,08"
50947,40014HSP,AMORTIGUADOR,AutoRepuestos Express,"55562,01","72230,61"
50949,40024HSP,AMORTIGUADOR,AutoRepuestos Express,"51963,38","67552,39"
50951,40034HSP,AMORTIGUADOR,AutoRepuestos Express,"50931,28","66210,66"
50952,40051HSP,AMORTIGUADOR,AutoRepuestos Express,"55138,88","71680,54"
50954,40062HSP,AMORTIGUADOR,AutoRepuestos Express,"50271,5","65352,95"
50955,40066HSP,AMORTIGUADOR,AutoRepuestos Express,"55394,62","72013,01"
50956,40073HSP,AMORTIGUADOR,AutoRepuestos Express,"55138,88","71680,54"
50957,40081HOP,AMORTIGUADOR,AutoRepuestos Express,"55219,93","71785,91"
50958,40104HSP,AMORTIGUADOR,AutoRepuestos Express,"58528,36","76086,87"
50959,40122HSP,AMORTIGUADOR,AutoRepuestos Express,"62136,42","80777,35"
50960,40124HOP,AMORTIGUADOR,AutoRepuestos Express,"80347,56","104451,83"
50961,40126HSP,AMORTIGUADOR,AutoRepuestos Express,"58700,5","76310,65"
50962,40127HSP,AMORTIGUADOR,AutoRepuestos Express,"60036,98","78048,07"
50963,40128HSP,AMORTIGUADOR,AutoRepuestos Express,"61052,5","79368,25"
50964,40129HSP,AMORTIGUADOR,AutoRepuestos Express,"58776,07","76408,89"
50965,40146HOP,AMORTIGUADOR,AutoRepuestos Express,"67424,79","87652,23"
50966,40152HOP,AMORTIGUADOR,AutoRepuestos Express,"59473,07","77314,99"
50967,40154HOP,AMORTIGUADOR,AutoRepuestos Express,"64659,4","84057,22"
50968,40157HSP,AMORTIGUADOR,AutoRepuestos Express,"56252,39","73128,11"
50969,40163HSP,AMORTIGUADOR,AutoRepuestos Express,"54346,05","70649,87"
50970,40167HOP,AMORTIGUADOR,AutoRepuestos Express,"51977,47","67570,71"
50971,40168HOP,AMORTIGUADOR,AutoRepuestos Express,"66920,39","86996,51"
50972,40169HOP,AMORTIGUADOR,AutoRepuestos Express,"70708,17","91920,62"
50973,40170HOP,AMORTIGUADOR,AutoRepuestos Express,"75018,82","97524,47"
50975,40182HOP,AMORTIGUADOR,AutoRepuestos Express,"68992,82","89690,67"
50976,40191HOP,AMORTIGUADOR,AutoRepuestos Express,"55333,85","71934,01"
50977,40192HOP,AMORTIGUADOR,AutoRepuestos Express,"58772,13","76403,77"
50978,40200HOP,AMORTIGUADOR,AutoRepuestos Express,"67163,5","87312,55"
50979,40201HOP,AMORTIGUADOR,AutoRepuestos Express,"80897,35","105166,56"
50980,40205HOP,AMORTIGUADOR,AutoRepuestos Express,"64899,93","84369,91"
50981,40209HOP,AMORTIGUADOR,AutoRepuestos Express,"60340,28","78442,36"
50982,40210HSP,AMORTIGUADOR,AutoRepuestos Express,"56625,42","73613,05"
50983,40211HOP,AMORTIGUADOR,AutoRepuestos Express,"56002,45","72803,19"
50984,40213HSP,AMORTIGUADOR,AutoRepuestos Express,"57910,57","75283,74"
50985,40214HSP,AMORTIGUADOR,AutoRepuestos Express,"50927,21","66205,37"
50986,40215HOP,AMORTIGUADOR,AutoRepuestos Express,"62172,24","80823,91"
50987,40219HOP,AMORTIGUADOR,AutoRepuestos Express,"83174,7","108127,11"
50988,40222HOP,AMORTIGUADOR,AutoRepuestos Express,"53311,13","69304,47"
50989,40231HSP,AMORTIGUADOR,AutoRepuestos Express,"50509,62","65662,51"
50991,40295HSP,AMORTIGUADOR,AutoRepuestos Express,"51814,72","67359,14"
50992,40311HSP,AMORTIGUADOR,AutoRepuestos Express,"67793,59","88131,67"
50993,40314HSP,AMORTIGUADOR,AutoRepuestos Express,"72024,89","93632,36"
50995,40323HSP,AMORTIGUADOR,AutoRepuestos Express,"79188,7","102945,31"
50996,40324HSP,AMORTIGUADOR,AutoRepuestos Express,"79188,7","102945,31"
50997,40326HSP,AMORTIGUADOR,AutoRepuestos Express,"63412,79","82436,63"
50998,40327HSP,AMORTIGUADOR,AutoRepuestos Express,"65419,5","85045,35"
51001,40350HOP,AMORTIGUADOR,AutoRepuestos Express,"61672,17","80173,82"
51003,40360GOP,AMORTIGUADOR,AutoRepuestos Express,"70706,01","91917,81"
51004,40361GOP,AMORTIGUADOR,AutoRepuestos Express,"54598,73","70978,35"
51005,40362GOP,AMORTIGUADOR,AutoRepuestos Express,"58907,39","76579,61"
51006,40365GOP,AMORTIGUADOR,AutoRepuestos Express,"61504,99","79956,49"
51007,40369GOP,AMORTIGUADOR,AutoRepuestos Express,"52718,22","68533,69"
51008,40370GOP,AMORTIGUADOR,AutoRepuestos Express,"56517,91","73473,28"
51010,40376GOP,AMORTIGUADOR,AutoRepuestos Express,"77903,26","101274,24"
51011,49006HOP,AMORTIGUADOR,AutoRepuestos Express,"56178,6","73032,18"
51012,49007HOP,AMORTIGUADOR,AutoRepuestos Express,"57329,36","74528,17"
51013,49009HOP,AMORTIGUADOR,AutoRepuestos Express,"61550,8","80016,04"
51014,49013GOP,AMORTIGUADOR,AutoRepuestos Express,"83349,71","108354,62"
51016,49030GOP,AMORTIGUADOR,AutoRepuestos Express,"66477,61","86420,89"
51017,49032GOP,AMORTIGUADOR,AutoRepuestos Express,"57088,11","74214,54"
51018,49034GOP,AMORTIGUADOR,AutoRepuestos Express,"69169,1","89919,83"
51022,5000HOP,AMORTIGUADOR,AutoRepuestos Express,"56349,61","73254,49"
51024,50012HOP,AMORTIGUADOR,AutoRepuestos Express,"69108,53","89841,09"
51025,50014HOP,AMORTIGUADOR,AutoRepuestos Express,"63669,01","82769,71"
51027,50020HOP,AMORTIGUADOR,AutoRepuestos Express,"64841,69","84294,2"
51028,50021HOP,AMORTIGUADOR,AutoRepuestos Express,"61993,08","80591,0"
51029,5010HOP,AMORTIGUADOR,AutoRepuestos Express,"50383,87","65499,03"
51030,5011HOP,AMORTIGUADOR,AutoRepuestos Express,"56349,61","73254,49"
51031,5012HOP,AMORTIGUADOR,AutoRepuestos Express,"55066,26","71586,14"
51032,5016HOP,AMORTIGUADOR,AutoRepuestos Express,"56349,61","73254,49"
51033,5017HOP,AMORTIGUADOR,AutoRepuestos Express,"69920,41","90896,53"
51036,58002HOP,AMORTIGUADOR,AutoRepuestos Express,"88940,27","115622,35"
51037,60002HOP,AMORTIGUADOR,AutoRepuestos Express,"68174,07","88626,29"
51038,60003HOP,AMORTIGUADOR,AutoRepuestos Express,"52392,35","68110,06"
51039,60004HOP,AMORTIGUADOR,AutoRepuestos Express,"53668,16","69768,61"
51040,60008HOP,AMORTIGUADOR,AutoRepuestos Express,"51575,89","67048,66"
51042,60013GOP,AMORTIGUADOR,AutoRepuestos Express,"71700,24","93210,31"
51043,60014HOP,AMORTIGUADOR,AutoRepuestos Express,"83240,91","108213,18"
51044,60015HOP,AMORTIGUADOR,AutoRepuestos Express,"64904,29","84375,58"
51045,60017GOP,AMORTIGUADOR,AutoRepuestos Express,"55577,73","72251,05"
51046,60021HOP,AMORTIGUADOR,AutoRepuestos Express,"56732,56","73752,33"
51048,60025GOP,AMORTIGUADOR,AutoRepuestos Express,"73722,8","95839,64"
51049,60026GOP,AMORTIGUADOR,AutoRepuestos Express,"73669,32","95770,12"
51050,60027GOP,AMORTIGUADOR,AutoRepuestos Express,"72976,19","94869,05"
51051,60028HOP,AMORTIGUADOR,AutoRepuestos Express,"75092,18","97619,83"
51052,60029GOP,AMORTIGUADOR,AutoRepuestos Express,"65202,14","84762,78"
51053,60030GOP,AMORTIGUADOR,AutoRepuestos Express,"63929,67","83108,57"
51054,60034GOP,AMORTIGUADOR,AutoRepuestos Express,"54833,96","71284,15"
51055,60036GOP,AMORTIGUADOR,AutoRepuestos Express,"51089,19","66415,95"
51056,60038GOP,AMORTIGUADOR,AutoRepuestos Express,"60885,91","79151,68"
51057,60052HOP,AMORTIGUADOR,AutoRepuestos Express,"69188,03","89944,44"
51059,60056GOP,AMORTIGUADOR,AutoRepuestos Express,"50477,03","65620,14"
51060,60057GOP,AMORTIGUADOR,AutoRepuestos Express,"69965,42","90955,05"
51063,60061GOP,AMORTIGUADOR,AutoRepuestos Express,"61951,9","80537,47"
51064,60069GOP,AMORTIGUADOR,AutoRepuestos Express,"62247,17","80921,32"
51065,60070GOP,AMORTIGUADOR,AutoRepuestos Express,"62247,17","80921,32"
51066,60082GOP,AMORTIGUADOR,AutoRepuestos Express,"78965,28","102654,86"
51067,60083GOP,AMORTIGUADOR,AutoRepuestos Express,"78965,28","102654,86"
51068,60090GOP,AMORTIGUADOR,AutoRepuestos Express,"50895,45","66164,09"
51069,60093GOP,AMORTIGUADOR,AutoRepuestos Express,"79144,04","102887,25"
51070,60095GOP,AMORTIGUADOR,AutoRepuestos Express,"72772,79","94604,63"
51071,60096HOP,AMORTIGUADOR,AutoRepuestos Express,"60233,15","78303,1"
51072,60098GOP,AMORTIGUADOR,AutoRepuestos Express,"76297,28","99186,46"
51076,60108GOP,AMORTIGUADOR,AutoRepuestos Express,"82638,98","107430,67"
51078,60112GOP,AMORTIGUADOR,AutoRepuestos Express,"54211,86","70475,42"
51079,60113GOP,AMORTIGUADOR,AutoRepuestos Express,"54211,86","70475,42"
51080,60114GOP,AMORTIGUADOR,AutoRepuestos Express,"73490,06","95537,08"
51081,60117GOP,AMORTIGUADOR,AutoRepuestos Express,"72604,07","94385,29"
51082,60118GOP,AMORTIGUADOR,AutoRepuestos Express,"66921,51","86997,96"
51090,60222GOP,AMORTIGUADOR,AutoRepuestos Express,"84707,42","110119,65"
51091,60223GOP,AMORTIGUADOR,AutoRepuestos Express,"84707,42","110119,65"
51092,60224GOP,AMORTIGUADOR,AutoRepuestos Express,"82232,67","106902,47"
51093,60239GOP,AMORTIGUADOR,AutoRepuestos Express,"65796,31","85535,2"
51094,60240GOP,AMORTIGUADOR,AutoRepuestos Express,"65796,31","85535,2"
51095,60241GOP,AMORTIGUADOR,AutoRepuestos Express,"51497,07","66946,19"
51096,60242GOP,AMORTIGUADOR,AutoRepuestos Express,"70978,87","92272,53"
51098,60251GOP,AMORTIGUADOR,AutoRepuestos Express,"55118,7","71654,31"
51099,60254GOP,AMORTIGUADOR,AutoRepuestos Express,"76412,84","99336,69"
51100,60258GOP,AMORTIGUADOR,AutoRepuestos Express,"64529,24","83888,01"
51101,60260GOP,AMORTIGUADOR,AutoRepuestos Express,"73919,19","96094,95"
51102,60263GOP,AMORTIGUADOR,AutoRepuestos Express,"72157,17","93804,32"
51103,60264GOP,AMORTIGUADOR,AutoRepuestos Express,"72157,17","93804,32"
51106,60305GOP,AMORTIGUADOR,AutoRepuestos Express,"65929,37","85708,18"
51109,60311GOP,AMORTIGUADOR,AutoRepuestos Express,"59640,53","77532,69"
51110,60312GOP,AMORTIGUADOR,AutoRepuestos Express,"59640,53","77532,69"
51111,60313GOP,AMORTIGUADOR,AutoRepuestos Express,"53128,59","69067,17"
51112,60314GOP,AMORTIGUADOR,AutoRepuestos Express,"64809,2","84251,96"
51115,60320GOP,AMORTIGUADOR,AutoRepuestos Express,"76492,3","99439,99"
51120,60339GOP,AMORTIGUADOR,AutoRepuestos Express,"64377,99","83691,39"
51121,60341GOP,AMORTIGUADOR,AutoRepuestos Express,"64377,99","83691,39"
51122,60342GOP,AMORTIGUADOR,AutoRepuestos Express,"64377,99","83691,39"
51123,60343GOP,AMORTIGUADOR,AutoRepuestos Express,"76904,18","99975,43"
51124,60346GOP,AMORTIGUADOR,AutoRepuestos Express,"53033,6","68943,68"
51125,60349GOP,AMORTIGUADOR,AutoRepuestos Express,"88700,16","115310,21"
51126,60350GOP,AMORTIGUADOR,AutoRepuestos Express,"88700,16","115310,21"
51127,60353GOP,AMORTIGUADOR,AutoRepuestos Express,"79062,13","102780,77"
51139,65088GOP,AMORTIGUADOR,AutoRepuestos Express,"53173,19","69125,15"
51140,65090GOP,AMORTIGUADOR,AutoRepuestos Express,"76622,78","99609,61"
51143,65101GOP,AMORTIGUADOR,AutoRepuestos Express,"85092,03","110619,64"
51144,65104GOP,AMORTIGUADOR,AutoRepuestos Express,"71839,83","93391,78"
51147,65122GOP,AMORTIGUADOR,AutoRepuestos Express,"81725,48","106243,12"
51150,65130GOP,AMORTIGUADOR,AutoRepuestos Express,"89451,31","116286,7"
51151,65131GOP,AMORTIGUADOR,AutoRepuestos Express,"89451,31","116286,7"
51154,65139GOP,AMORTIGUADOR,AutoRepuestos Express,"59521,96","77378,55"
51155,65140GOP,AMORTIGUADOR,AutoRepuestos Express,"59521,96","77378,55"
51167,65163GOP,AMORTIGUADOR,AutoRepuestos Express,"79453,41","103289,43"
51168,65164GOP,AMORTIGUADOR,AutoRepuestos Express,"79453,41","103289,43"
51171,65173GOP,AMORTIGUADOR,AutoRepuestos Express,"70357,53","91464,79"
51173,65177GOP,AMORTIGUADOR,AutoRepuestos Express,"75755,48","98482,12"
51174,65178GOP,AMORTIGUADOR,AutoRepuestos Express,"80716,46","104931,4"
51185,85000HOP,AMORTIGUADOR,AutoRepuestos Express,"67998,27","88397,75"
51186,85014HOP,AMORTIGUADOR,AutoRepuestos Express,"77994,14","101392,38"
51187,85015HOP,AMORTIGUADOR,AutoRepuestos Express,"52586,96","68363,05"
51188,85016HOP,AMORTIGUADOR,AutoRepuestos Express,"58812,19","76455,85"
51189,85017HOP,AMORTIGUADOR,AutoRepuestos Express,"59615,06","77499,58"
51190,85019HOP,AMORTIGUADOR,AutoRepuestos Express,"61402,05","79822,67"
51191,85020HOP,AMORTIGUADOR,AutoRepuestos Express,"74068,42","96288,95"
51192,85021HOP,AMORTIGUADOR,AutoRepuestos Express,"61253,19","79629,15"
51194,85025HOP,AMORTIGUADOR,AutoRepuestos Express,"87766,75","114096,78"
51195,85027HOP,AMORTIGUADOR,AutoRepuestos Express,"73958,57","96146,14"
51196,85028HOP,AMORTIGUADOR,AutoRepuestos Express,"81495,85","105944,61"
51198,85034HOP,AMORTIGUADOR,AutoRepuestos Express,"58625,96","76213,75"
51199,85037HOP,AMORTIGUADOR,AutoRepuestos Express,"89357,04","116164,15"
51200,85059HOP,AMORTIGUADOR,AutoRepuestos Express,"60699,38","78909,19"
51201,85061HOP,AMORTIGUADOR,AutoRepuestos Express,"85983,8","111778,94"
51202,85107HOP,AMORTIGUADOR,AutoRepuestos Express,"79587,12","103463,26"
51205,85113HOP,AMORTIGUADOR,AutoRepuestos Express,"88877,23","115540,4"
51206,85114HOP,AMORTIGUADOR,AutoRepuestos Express,"74002,98","96203,87"
51207,85115HOP,AMORTIGUADOR,AutoRepuestos Express,"87958,01","114345,41"
51208,85123HOP,AMORTIGUADOR,AutoRepuestos Express,"83941,6","109124,08"
51209,85124HOP,AMORTIGUADOR,AutoRepuestos Express,"83941,6","109124,08"
51210,85127HOP,AMORTIGUADOR,AutoRepuestos Express,"79731,5","103650,95"
51211,85130HOP,AMORTIGUADOR,AutoRepuestos Express,"83939,42","109121,25"
51216,87111HOP,AMORTIGUADOR,AutoRepuestos Express,"83859,14","109016,88"
51217,87164HOP,AMORTIGUADOR,AutoRepuestos Express,"80305,45","104397,09"
51317,CA8006P,PARRILLA,AutoRepuestos Express,"76287,6","99173,88"
51318,CA8007P,PARRILLA,AutoRepuestos Express,"76287,6","99173,88"
51319,CA8010P,PARRILLA,AutoRepuestos Express,"52024,59","67631,97"
51320,CA8011P,PARRILLA,AutoRepuestos Express,"52024,59","67631,97"
51321,CA8031P,PARRILLA,AutoRepuestos Express,"67168,07","87318,49"
51323,CA8052P,PARRILLA,AutoRepuestos Express,"61886,93","80453,01"
51324,CA8053P,PARRILLA,AutoRepuestos Express,"61886,93","80453,01"
51326,CA8118P,PARRILLA,AutoRepuestos Express,"57431,32","74660,72"
51327,CA8120P,PARRILLA,AutoRepuestos Express,"55849,56","72604,43"
51330,CA8124P,PARRILLA,AutoRepuestos Express,"77149,96","100294,95"
51338,CA8290P,PARRILLA,AutoRepuestos Express,"53967,51","70157,76"
51341,CA8367P,PARRILLA,AutoRepuestos Express,"81587,14","106063,28"
51342,CA8403P,PARRILLA,AutoRepuestos Express,"67768,03","88098,44"
51343,CA8404P,PARRILLA,AutoRepuestos Express,"67768,03","88098,44"
51344,CA8414P,PARRILLA,AutoRepuestos Express,"67331,46","87530,9"
51345,CA8417P,PARRILLA,AutoRepuestos Express,"60109,43","78142,26"
51346,CA8423P,PARRILLA,AutoRepuestos Express,"63371,48","82382,92"
51347,CA8471P,PARRILLA,AutoRepuestos Express,"74588,79","96965,43"
51348,CA8472P,PARRILLA,AutoRepuestos Express,"74588,79","96965,43"
51349,CA84783P,PARRILLA,AutoRepuestos Express,"86353,89","112260,06"
51350,CA8484P,PARRILLA,AutoRepuestos Express,"86353,89","112260,06"
51351,CA8645P,PARRILLA,AutoRepuestos Express,"82639,66","107431,56"
51365,CJ0231H,JUNTA HOMOCINETICA,AutoRepuestos Express,"50761,64","65990,13"
51368,CJ0256H,JUNTA HOMOCINETICA,AutoRepuestos Express,"59442,28","77274,96"
51369,CJ0257H,JUNTA HOMOCINETICA,AutoRepuestos Express,"59067,51","76787,76"
51370,CJ0259H,JUNTA HOMOCINETICA,AutoRepuestos Express,"50530,43","65689,56"
51371,CJ0278H,JUNTA HOMOCINETICA,AutoRepuestos Express,"52385,72","68101,44"
51372,CJ0288H,JUNTA HOMOCINETICA,AutoRepuestos Express,"65471,05","85112,37"
51373,CJ0298H,JUNTA HOMOCINETICA,AutoRepuestos Express,"57255,87","74432,63"
51374,CJ0324H,JUNTA HOMOCINETICA,AutoRepuestos Express,"56131,88","72971,44"
51379,CJ0459H,JUNTA HOMOCINETICA,AutoRepuestos Express,"63000,73","81900,95"
51380,CJ0493H,JUNTA HOMOCINETICA,AutoRepuestos Express,"62249,43","80924,26"
51381,CJ0506H,JUNTA HOMOCINETICA,AutoRepuestos Express,"51011,46","66314,9"
51382,CJ2043H,JUNTA HOMOCINETICA,AutoRepuestos Express,"62969,99","81860,99"
51383,CJ5118H,JUNTA HOMOCINETICA,AutoRepuestos Express,"51686,97","67193,06"
51397,CL1099E,EMBRAGUE,AutoRepuestos Express,"82172,81","106824,65"
51410,WB0210R,MAZA,AutoRepuestos Express,"64810,91","84254,18"
51411,WB0224R,MAZA,AutoRepuestos Express,"55457,89","72095,26"
51445,32212,RODAMIENTO RULEMAN,AutoRepuestos Express,"73375,54","95388,2"
51470,6403-2RS1/C3,RODAMIENTO RULEMAN,AutoRepuestos Express,"67838,62","88190,21"
51471,BAF-0013AD,RODAMIENTO RULEMAN,AutoRepuestos Express,"71459,6","92897,48"
51561,CO13AS1070DO,CORREA TRAPEZOIDAL,AutoRepuestos Express,"50324,9","65422,37"
51711,CR6DK1841,CORREA POLY V,AutoRepuestos Express,"58898,28","76567,76"
51807,CR7DK1400,CORREA POLY V,AutoRepuestos Express,"68504,11","89055,34"
51808,CR7DK2569,CORREA POLY V,AutoRepuestos Express,"77273,75","100455,88"
51829,CR8PS2625,CORREA POLY V,AutoRepuestos Express,"74330,06","96629,08"
51867,S111SP254H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"57955,93","75342,71"
51869,S112SP290H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"77236,19","100407,05"
51876,S118SP+300HK,CORREA DE DISTRIBUCION,AutoRepuestos Express,"71161,82","92510,37"
51886,S122SP240H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"78103,94","101535,12"
51887,S122SP290H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"55102,57","71633,34"
51891,S123SP+290H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"60220,59","78286,77"
51892,S123SP270H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"53864,32","70023,62"
51894,S124SP290H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"84178,89","109432,56"
51901,S129SP+254H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"50333,7","65433,81"
51918,S141SHX254H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"71161,82","92510,37"
51924,S146STP8M240,CORREA DE DISTRIBUCION,AutoRepuestos Express,"60280,17","78364,22"
51928,S149SP300H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"67539,16","87800,91"
51933,S151STP8M254,CORREA DE DISTRIBUCION,AutoRepuestos Express,"67689,9","87996,87"
51936,S153SP270H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"54064,43","70283,76"
51937,S154SHDS300H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"66039,37","85851,18"
51938,S162STP8M254,CORREA DE DISTRIBUCION,AutoRepuestos Express,"57276,58","74459,55"
51939,S162STP8M300,CORREA DE DISTRIBUCION,AutoRepuestos Express,"78531,71","102091,22"
51940,S164STP8M254,CORREA DE DISTRIBUCION,AutoRepuestos Express,"60747,97","78972,36"
51944,S168SHPN240H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"50711,23","65924,6"
51947,S173STP8M300,CORREA DE DISTRIBUCION,AutoRepuestos Express,"89385,73","116201,45"
51949,S193SHPN240H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"62483,28","81228,26"
51952,SET9,RODAMIENTO RULEMAN,AutoRepuestos Express,"79975,85","103968,61"
51955,VKBA3449,RODAMIENTO RULEMAN,AutoRepuestos Express,"62917,83","81793,18"
51956,VKBA3531,RODAMIENTO RULEMAN,AutoRepuestos Express,"77125,09","100262,62"
51957,VKBA3538,RODAMIENTO RULEMAN,AutoRepuestos Express,"66850,19","86905,25"
51963,VKBA3659,RODAMIENTO RULEMAN,AutoRepuestos Express,"84402,29","109722,98"
51965,VKBA3676,RODAMIENTO RULEMAN,AutoRepuestos Express,"84101,84","109332,39"
51966,VKBA3729,RODAMIENTO RULEMAN,AutoRepuestos Express,"64122,91","83359,78"
51971,VKBA6502,RODAMIENTO RULEMAN,AutoRepuestos Express,"58604,82","76186,27"
51972,VKBA6544,RODAMIENTO RULEMAN,AutoRepuestos Express,"75856,48","98613,42"
51973,VKBA6658,RODAMIENTO RULEMAN,AutoRepuestos Express,"57526,62","74784,61"
51974,VKBA6682,RODAMIENTO RULEMAN,AutoRepuestos Express,"75666,24","98366,11"
51975,VKBA6720,RODAMIENTO RULEMAN,AutoRepuestos Express,"57272,87","74454,73"
51977,VKBA6766,RODAMIENTO RULEMAN,AutoRepuestos Express,"67420,89","87647,16"
51979,VKBA6825,RODAMIENTO RULEMAN,AutoRepuestos Express,"58668,35","76268,86"
51980,VKBA6831A,RODAMIENTO RULEMAN,AutoRepuestos Express,"73275,4","95258,02"
51982,VKBA7000,RODAMIENTO RULEMAN,AutoRepuestos Express,"61268,75","79649,38"
51984,VKBA968,RODAMIENTO RULEMAN,AutoRepuestos Express,"74248,08","96522,5"
51988,VKBC20006,RODAMIENTO RULEMAN,AutoRepuestos Express,"51754,95","67281,44"
51990,VKBC20009,RODAMIENTO RULEMAN,AutoRepuestos Express,"51374,32","66786,62"
51993,VKBC20018,RODAMIENTO RULEMAN,AutoRepuestos Express,"54165,12","70414,66"
51995,VKBC20031,RODAMIENTO RULEMAN,AutoRepuestos Express,"51374,32","66786,62"
51997,VKBC20033,RODAMIENTO RULEMAN,AutoRepuestos Express,"66469,81","86410,75"
51999,VKBC20044,RODAMIENTO RULEMAN,AutoRepuestos Express,"52008,71","67611,32"
52002,VKBC20053,RODAMIENTO RULEMAN,AutoRepuestos Express,"52262,3","67940,99"
52005,VKBC20071,RODAMIENTO RULEMAN,AutoRepuestos Express,"57843,73","75196,85"
52006,VKBC20080,RODAMIENTO RULEMAN,AutoRepuestos Express,"69577,46","90450,7"
52009,VKBC20136,RODAMIENTO RULEMAN,AutoRepuestos Express,"55116,45","71651,39"
52013,VKBC3567,RODAMIENTO RULEMAN,AutoRepuestos Express,"88806,66","115448,66"
52015,VKBC4222,RODAMIENTO RULEMAN,AutoRepuestos Express,"50681,93","65886,51"
52017,VKBC6767,RODAMIENTO RULEMAN,AutoRepuestos Express,"69420,66","90246,86"
52021,VKC2115H,CRAPODINA,AutoRepuestos Express,"56399,34","73319,14"
52027,VKC2195,CRAPODINA,AutoRepuestos Express,"54534,0","70894,2"
52029,VKC2239,CRAPODINA,AutoRepuestos Express,"50335,73","65436,45"
52034,VKC2519,CRAPODINA,AutoRepuestos Express,"86647,65","112641,95"
